00956	vista bella
00956	alts de bayamon
00956	urb bayamon hls
00956	villas de buena vista
00956	urb lomas verdes
00956	bosque de los pinos
00956	urb country est
00956	monserrate hls
00956	ciudad interamericana
00956	bayamon
00956	jard de bayamonte
00956	valle bello chalets
00956	lomas verdes
00956	urb francisco oller
00956	haciendas el zorzal
00956	urb irlanda hts
00956	urb vista bella
00956	villa de santa juanita
00956	villas de santa juanita
00956	ext campo alegre
00956	urb magnolia gdns
00956	urb royal town
00956	est del bosque
00956	urb el cortijo
00956	urb campo alegre
00956	ext oller
00956	urb haciendas el zorzal
00956	urb golden hls
00956	urb aventura
00956	urb agustin stahl
00956	urb palmar 2
00956	villa contessa
00956	urb lomas verde
00956	urb oller
00956	mans de sierra taina
00956	urb santa juanita
00956	ext vista bella
00956	villas del caribe
00956	urb forest view
00956	ext santa juanita
00956	urb los faroles
00956	bosque de las flores
00956	bosque de las palmas
00956	urb sunny hls
00956	urb royal palm
00638	ciales
00638	qtas de ciales
00638	urb los llanos
00638	bda nueva
00638	urb dos rios
00638	urb monte rey
00773	luquillo
00773	urb brisas de luquillo
00773	brisas del mar
00773	hacienda paloma ii
00773	vistas de luquillo ii
00773	urb hacienda margarita
00773	hacienda margarita
00773	vistas de luquillo
00773	est del atlantico
00773	urb vilomar
00773	urb luquillo beach
00773	urb los paisajes
00773	urb alamar
00773	ext vistas de luquillo
00773	hacienda paloma
00773	urb paisaje del lago
00773	urb vistas de luquillo
00773	urb river edge hl
00773	urb brisas del mar
00773	urb solimar
00773	villa angelina
00773	brisas de luquillo
00773	urb costa azul
00773	urb luquillo lomas
00773	urb luquillo mar
00751	urb marbella
00751	solar modesto cintron
00751	urb las mercedes
00751	villa cofresi
00751	bo playa
00751	urb la providencia
00751	ext carmen
00751	bo coco nuevo
00751	brisas de evelymar
00751	urb la carmen
00751	est de evelymar
00751	bo santa ana iii
00751	sect campito
00751	bo coco viejo
00751	urb salimar
00751	urb corales del mar
00751	ext monserrate
00751	urb la arboleda
00751	villa natalia
00751	bo estero
00751	urb las antillas
00751	urb monserrate
00751	salinas
00751	bo santa ana i
00751	bo santa ana ii
00751	jard de salinas
00751	bo playita
00603	urb marbella
00603	urb victoria
00603	ext el prado
00603	repto jimenez
00603	ramey
00603	urb vista alegre
00603	jard de borinquen
00603	vista verde
00603	comunidad borinquen
00603	repto juan aguiar
00603	urb esteves
00603	urb garcia
00603	bo ceiba baja
00603	urb santa maria
00603	brisas del paraiso
00603	bda nueva
00603	urb maleza gdns
00603	jard de anasco
00603	valle universitario
00603	sect las villas
00603	urb cristal
00603	comunidad corrales
00603	bo borinquen
00603	urb san carlos
00603	villas de almeria
00603	aguadilla
00603	villa alegria
00603	urb las americas
00603	vista alegre
00603	urb santa marta
00603	bda esteves
00603	urb santa elena
00603	repto tres palmas
00603	villa universitaria
00603	jard maribel
00603	urb borinquen
00603	urb vista verde
00603	ext marbella
00603	urb el prado
